coach_id,coach_url,short_name,long_name,dob,nationality_name,coach_face_url,nation_flag_url
347590,/coach/347590/stephan-helm/,S. Helm,Stephan Helm,1983-04-10,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
351097,/coach/351097/thomas-schnoll/,T. Schnöll,Thomas Schnöll,1991-09-23,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
361268,/coach/361268/pierre-aristouy/,P. Aristouy,Pierre Aristouy,1979-12-30,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
367568,/coach/367568/alessio-dionisi/,A. Dionisi,Alessio Dionisi,1980-04-01,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
368745,/coach/368745/jorgen-isnes/,J. Isnes,Jørgen Isnes,1979-08-30,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
407845,/coach/407845/igor-tudor/,I. Tudor,Igor Tudor,1978-04-16,Croatia,https://cdn.sportmonks.com/images/soccer/players/5/407845.png,https://cdn.sofifa.net/flags/hr.png
412537,/coach/412537/facundo-sava/,F. Sava,Facundo Sava,1974-03-07,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
417286,/coach/417286/alexander-ende/,A. Ende,Alexander Ende,1979-09-19,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
417317,/coach/417317/edin-terzic/,E. Terzic,Edin Terzic,1982-10-30,Croatia,https://cdn.sportmonks.com/images//soccer/coaches/5/417317.png,https://cdn.sofifa.net/flags/hr.png
419564,/coach/419564/humberto-viviani-ribera/,H. Viviani Ribera,Humberto Viviani Ribera,1980-10-12,Bolivia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/bo.png
429896,/coach/429896/ariel-enrique-holan/,A. Holan,Ariel Enrique Holan,1960-09-14,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
429917,/coach/429917/oscar-alexander-pareja-gomez/,Ó. Pareja Gómez,Óscar Alexander Pareja Gómez,1968-08-10,Colombia,https://cdn.sportmonks.com/images/soccer/players/29/429917.png,https://cdn.sofifa.net/flags/co.png
429924,/coach/429924/caleb-porter/,C. Porter,Caleb Porter,1975-02-18,United States,https://cdn.sportmonks.com/images/soccer/players/4/429924.png,https://cdn.sofifa.net/flags/us.png
429937,/coach/429937/brian-schmetzer/,B. Schmetzer,Brian Schmetzer,1962-08-18,United States,https://cdn.sportmonks.com/images//soccer/coaches/17/429937.png,https://cdn.sofifa.net/flags/us.png
429940,/coach/429940/adrian-heath/,A. Heath,Adrian Heath,1961-01-11,England,https://cdn.sportmonks.com/images//soccer/coaches/20/429940.png,https://cdn.sofifa.net/flags/gb-eng.png
438064,/coach/438064/lucas-pusineri/,L. Pusineri,Lucas Pusineri,1976-07-17,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
452677,/coach/452677/magnus-haglund/,M. Haglund,Magnus Haglund,1973-04-15,Sweden,https://cdn.sportmonks.com/images/soccer/players/5/452677.png,https://cdn.sofifa.net/flags/se.png
452683,/coach/452683/graham-potter/,G. Potter,Graham Potter,1975-05-20,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
452689,/coach/452689/mikael-stahre/,M. Stahre,Mikael Stahre,1975-07-05,Sweden,https://cdn.sportmonks.com/images/soccer/players/17/452689.png,https://cdn.sofifa.net/flags/se.png
452732,/coach/452732/kjetil-knutsen/,K. Knutsen,Kjetil Knutsen,1968-10-02,Norway,https://cdn.sportmonks.com/images/soccer/players/28/452732.png,https://cdn.sofifa.net/flags/no.png
452761,/coach/452761/osman-ozkoylu/,O. Özköylü,Osman Özköylü,1971-08-26,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
452818,/coach/452818/myung-bo-hong/,M. Hong,Myung-Bo Hong,1969-02-12,Korea Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/kr.png
452862,/coach/452862/thomas-silberberger/,T. Silberberger,Thomas Silberberger,1973-06-03,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
452916,/coach/452916/luiz-elena-felipe-scolari/,L. Scolari,Luiz Elena Felipe Scolari,1948-11-09,Brazil,https://cdn.sportmonks.com/images/soccer/players/20/452916.png,https://cdn.sofifa.net/flags/br.png
452946,/coach/452946/diego-pablo-simeone/,D. Simeone,Diego Pablo Simeone,1970-04-28,Argentina,https://cdn.sportmonks.com/images/soccer/players/18/452946.png,https://cdn.sofifa.net/flags/ar.png
453012,/coach/453012/sebastian-beccacece/,S. Beccacece,Sebastián Beccacece,1980-12-17,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
455343,/coach/455343/slaven-bilic/,S. Bilić,Slaven Bilić,1968-09-11,Croatia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/hr.png
455344,/coach/455344/tony-mowbray/,T. Mowbray,Tony Mowbray,1963-11-22,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455353,/coach/455353/jurgen-klopp/,J. Klopp,Jürgen Klopp,1967-06-16,Germany,https://cdn.sportmonks.com/images/soccer/players/25/455353.png,https://cdn.sofifa.net/flags/de.png
455355,/coach/455355/david-moyes/,D. Moyes,David Moyes,1963-04-25,Scotland,https://cdn.sportmonks.com/images/soccer/players/27/455355.png,https://cdn.sofifa.net/flags/gb-sct.png
455357,/coach/455357/karl-robinson/,K. Robinson,Karl Robinson,1980-09-13,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455361,/coach/455361/josep-guardiola-i-sala/,J. Guardiola i Sala,Josep Guardiola i Sala,1971-01-18,Spain,https://cdn.sportmonks.com/images/soccer/players/1/455361.png,https://cdn.sofifa.net/flags/es.png
455363,/coach/455363/slavisa-jokanovic/,S. Jokanović,Slaviša Jokanović,1968-08-16,Serbia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/rs.png
455372,/coach/455372/ronald-koeman/,R. Koeman,Ronald Koeman,1963-03-21,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
455375,/coach/455375/jose-mario-felix-dos-santos-mourinho/,José Mourinho,José Mario Felix dos Santos Mourinho,1963-01-26,Portugal,https://cdn.sportmonks.com/images/soccer/players/15/455375.png,https://cdn.sofifa.net/flags/pt.png
455384,/coach/455384/antonio-conte/,A. Conte,Antonio Conte,1969-07-31,Italy,https://cdn.sportmonks.com/images/soccer/players/24/455384.png,https://cdn.sofifa.net/flags/it.png
455387,/coach/455387/rafael-benitez-maudes/,R. Benítez Maudes,Rafael Benítez Maudes,1960-04-16,Spain,https://cdn.sportmonks.com/images/soccer/players/27/455387.png,https://cdn.sofifa.net/flags/es.png
455424,/coach/455424/marco-alexandre-saraiva-da-silva/,M. Saraiva da Silva,Marco Alexandre Saraiva da Silva,1977-07-12,Portugal,https://cdn.sportmonks.com/images/soccer/players/0/455424.png,https://cdn.sofifa.net/flags/pt.png
455458,/coach/455458/mark-hughes/,M. Hughes,Mark Hughes,1963-11-01,Wales,https://cdn.sportmonks.com/images//soccer/coaches/2/455458.png,https://cdn.sofifa.net/flags/gb-wls.png
455461,/coach/455461/sean-dyche/,S. Dyche,Sean Dyche,1971-06-28,England,https://cdn.sportmonks.com/images/soccer/players/5/455461.png,https://cdn.sofifa.net/flags/gb-eng.png
455462,/coach/455462/gary-bowyer/,G. Bowyer,Gary Bowyer,1971-06-26,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455489,/coach/455489/mark-robins/,M. Robins,Mark Robins,1969-12-22,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455493,/coach/455493/jose-miguel-gonzalez-martin-del-campo/,J. González Martín del Campo,José Miguel González Martín del Campo,1963-03-23,Spain,https://cdn.sportmonks.com/images/soccer/players/5/455493.png,https://cdn.sofifa.net/flags/es.png
455570,/coach/455570/nigel-clough/,N. Clough,Nigel Clough,1966-03-19,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
455607,/coach/455607/darren-ferguson/,D. Ferguson,Darren Ferguson,1972-02-09,Scotland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-sct.png
455648,/coach/455648/jose-mel-perez/,J. Mel Pérez,José Mel Pérez,1963-02-28,Spain,https://cdn.sportmonks.com/images/soccer/players/0/455648.png,https://cdn.sofifa.net/flags/es.png
455672,/coach/455672/lucien-favre/,L. Favre,Lucien Favre,1957-11-02,Switzerland,https://cdn.sportmonks.com/images/soccer/players/24/455672.png,https://cdn.sofifa.net/flags/ch.png
455701,/coach/455701/peter-zeidler/,P. Zeidler,Peter Zeidler,1962-08-08,Germany,https://cdn.sportmonks.com/images/soccer/players/21/455701.png,https://cdn.sofifa.net/flags/de.png
455705,/coach/455705/jindrich-trpisovsky/,J. Trpišovský,Jindřich Trpišovský,1976-02-27,Czech Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cz.png
455712,/coach/455712/urs-fischer/,U. Fischer,Urs Fischer,1966-02-20,Switzerland,https://cdn.sportmonks.com/images/soccer/players/0/455712.png,https://cdn.sofifa.net/flags/ch.png
455743,/coach/455743/jose-luis-sierra-pando/,J. Sierra Pando,José Luis Sierra Pando,1968-12-05,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
455745,/coach/455745/jorge-guillermo-almada-alves/,J. Almada Álves,Jorge Guillermo Almada Álves,1969-06-18,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
455788,/coach/455788/victor-sanchez-del-amo/,V. Sánchez del Amo,Víctor Sánchez del Amo,1976-02-23,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
455793,/coach/455793/ronny-deila/,R. Deila,Ronny Deila,1975-09-21,Norway,https://cdn.sportmonks.com/images/soccer/players/17/455793.png,https://cdn.sofifa.net/flags/no.png
455800,/coach/455800/carlo-ancelotti/,C. Ancelotti,Carlo Ancelotti,1959-06-10,Italy,https://cdn.sportmonks.com/images/soccer/players/24/455800.png,https://cdn.sofifa.net/flags/it.png
455809,/coach/455809/diego-vicente-aguirre-camblor/,D. Aguirre Camblor,Diego Vicente Aguirre Camblor,1965-09-13,Uruguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/uy.png
455815,/coach/455815/olivier-pantaloni/,O. Pantaloni,Olivier Pantaloni,1966-12-13,France,https://cdn.sportmonks.com/images/soccer/players/7/455815.png,https://cdn.sofifa.net/flags/fr.png
455821,/coach/455821/enrique-sanchez-flores/,E. Sánchez Flores,Enrique Sánchez Flores,1965-02-05,Spain,https://cdn.sportmonks.com/images//soccer/coaches/13/455821.png,https://cdn.sofifa.net/flags/es.png
455827,/coach/455827/stephane-le-mignan/,S. Le Mignan,Stéphane Le Mignan,1974-06-04,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
455831,/coach/455831/viktor-goncharenko/,V. Goncharenko,Viktor Goncharenko,1977-06-10,Belarus,https://cdn.sportmonks.com/images/soccer/players/23/455831.png,https://cdn.sofifa.net/flags/by.png
455836,/coach/455836/senol-gunes/,Ş. Güneş,Şenol Güneş,1952-06-01,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
455848,/coach/455848/marco-baroni/,M. Baroni,Marco Baroni,1963-09-11,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
455860,/coach/455860/gregg-berhalter/,G. Berhalter,Gregg Berhalter,1973-08-01,United States,https://cdn.sportmonks.com/images/soccer/players/20/455860.png,https://cdn.sofifa.net/flags/us.png
455907,/coach/455907/unai-emery-etxegoien/,U. Emery,Unai Emery Etxegoien,1971-11-03,Spain,https://cdn.sportmonks.com/images/soccer/players/3/455907.png,https://cdn.sofifa.net/flags/es.png
455925,/coach/455925/rene-hake/,R. Hake,René Hake,1970-01-01,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
455926,/coach/455926/maurizio-sarri/,M. Sarri,Maurizio Sarri,1959-01-10,Italy,https://cdn.sportmonks.com/images//soccer/coaches/22/455926.png,https://cdn.sofifa.net/flags/it.png
455928,/coach/455928/jean-louis-gasset/,J. Gasset,Jean-Louis Gasset,1953-12-09,France,https://cdn.sportmonks.com/images/soccer/players/24/455928.png,https://cdn.sofifa.net/flags/fr.png
455931,/coach/455931/rui-carlos-pinho-da-vitoria/,R. Pinho da Vitória,Rui Carlos Pinho da Vitória,1970-04-16,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
455944,/coach/455944/luis-miguel-ramis-monfort/,L. Ramis Monfort,Luis Miguel Ramis Monfort,1970-07-25,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
455945,/coach/455945/paulo-alexandre-rodrigues-fonseca/,P. Rodrigues Fonseca,Paulo Alexandre Rodrigues Fonseca,1973-03-05,Portugal,https://cdn.sportmonks.com/images/soccer/players/9/455945.png,https://cdn.sofifa.net/flags/pt.png
455957,/coach/455957/massimiliano-allegri/,M. Allegri,Massimiliano Allegri,1967-08-11,Italy,https://cdn.sportmonks.com/images/soccer/players/21/455957.png,https://cdn.sofifa.net/flags/it.png
455958,/coach/455958/peter-bosz/,P. Bosz,Peter Bosz,1963-11-21,Netherlands,https://cdn.sportmonks.com/images/soccer/players/22/455958.png,https://cdn.sofifa.net/flags/nl.png
455978,/coach/455978/adolf-hutter/,A. Hütter,Adolf Hütter,1970-02-11,Austria,https://cdn.sportmonks.com/images/soccer/players/10/455978.png,https://cdn.sofifa.net/flags/at.png
455991,/coach/455991/nuno-herlander-simoes-espirito-santo/,N. Simões Espírito Santo,Nuno Herlander Simões Espírito Santo,1974-01-25,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
456014,/coach/456014/jorge-luis-sampaoli-moya/,J. Sampaoli Moya,Jorge Luis Sampaoli Moya,1960-03-13,Argentina,https://cdn.sportmonks.com/images/soccer/players/14/456014.png,https://cdn.sofifa.net/flags/ar.png
456022,/coach/456022/thierry-laurey/,T. Laurey,Thierry Laurey,1964-02-17,France,https://cdn.sportmonks.com/images/soccer/players/22/456022.png,https://cdn.sofifa.net/flags/fr.png
456038,/coach/456038/gian-piero-gasperini/,G. Gasperini,Gian Piero Gasperini,1958-01-26,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
456040,/coach/456040/vagner-carmo-mancini/,V. Carmo Mancini,Vágner Carmo Mancini,1966-10-24,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
456085,/coach/456085/michael-oenning/,M. Oenning,Michael Oenning,1965-09-27,Germany,https://cdn.sportmonks.com/images/soccer/players/21/456085.png,https://cdn.sofifa.net/flags/de.png
456113,/coach/456113/erik-ten-hag/,E. ten Hag,Erik ten Hag,1970-02-02,Netherlands,https://cdn.sportmonks.com/images//soccer/players/17/456113.png,https://cdn.sofifa.net/flags/nl.png
456153,/coach/456153/stephane-moulin/,S. Moulin,Stéphane Moulin,1967-08-04,France,https://cdn.sportmonks.com/images/soccer/players/25/456153.png,https://cdn.sofifa.net/flags/fr.png
456170,/coach/456170/kazimierz-moskal/,K. Moskal,Kazimierz Moskal,1967-01-09,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
456247,/coach/456247/christophe-pelissier/,C. Pélissier,Christophe Pélissier,1965-10-05,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
456258,/coach/456258/asier-garitano-aguirrezabal/,A. Garitano Aguirrezábal,Asier Garitano Aguirrezábal,1969-12-06,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
456309,/coach/456309/julio-cesar-falcioni/,J. Falcioni,Julio César Falcioni,1956-07-20,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
456391,/coach/456391/alex-pastoor/,A. Pastoor,Alex Pastoor,1966-10-26,Netherlands,https://cdn.sportmonks.com/images/soccer/players/7/456391.png,https://cdn.sofifa.net/flags/nl.png
456409,/coach/456409/luis-miguel-carrion-delgado/,L. Carrión Delgado,Luis Miguel Carrión Delgado,1979-02-07,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
456414,/coach/456414/dag-eilev-akkerhaugen-fagermo/,D. Fagermo,Dag-Eilev Akkerhaugen Fagermo,1967-01-18,Norway,https://cdn.sportmonks.com/images/soccer/players/30/456414.png,https://cdn.sofifa.net/flags/no.png
456423,/coach/456423/jagoba-arrasate-elustondo/,J. Arrasate,Jagoba Arrasate Elustondo,1978-04-22,Spain,https://cdn.sportmonks.com/images/soccer/players/7/456423.png,https://cdn.sofifa.net/flags/es.png
456450,/coach/456450/michael-kollner/,M. Köllner,Michael Köllner,1969-12-29,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
456483,/coach/456483/olivier-frapolli/,O. Frapolli,Olivier Frapolli,1971-09-27,France,https://cdn.sportmonks.com/images/soccer/players/3/456483.png,https://cdn.sofifa.net/flags/fr.png
456552,/coach/456552/alfredo-aglietti/,A. Aglietti,Alfredo Aglietti,1970-09-16,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
456555,/coach/456555/ron-jans/,R. Jans,Ron Jans,1958-09-29,Netherlands,https://cdn.sportmonks.com/images/soccer/players/11/456555.png,https://cdn.sofifa.net/flags/nl.png
456580,/coach/456580/cosmin-marius-contra/,C. Contra,Cosmin Marius Contra,1975-12-15,Romania,https://cdn.sportmonks.com/images/soccer/players/4/456580.png,https://cdn.sofifa.net/flags/ro.png
456603,/coach/456603/michel-der-zakarian/,M. Der Zakarian,Michel Der Zakarian,1963-02-18,Armenia,https://cdn.sportmonks.com/images/soccer/players/27/456603.png,https://cdn.sofifa.net/flags/am.png
456625,/coach/456625/jurgen-streppel/,J. Streppel,Jurgen Streppel,1969-06-25,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
456646,/coach/456646/julio-velazquez-santiago/,J. Velázquez Santiago,Julio Velázquez Santiago,1981-10-05,Spain,https://cdn.sportmonks.com/images/soccer/players/6/456646.png,https://cdn.sofifa.net/flags/es.png
456647,/coach/456647/jacek-zielinski/,J. Zielinski,Jacek Zielinski,1961-03-22,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
456648,/coach/456648/kemal-ozdes/,K. Özdeş,Kemal Özdeş,1970-05-10,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
456650,/coach/456650/henk-de-jong/,H. de Jong,Henk de Jong,1964-08-27,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
456680,/coach/456680/igor-jovicevic/,I. Jovičević,Igor Jovičević,1973-11-30,Croatia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/hr.png
456984,/coach/456984/piotr-stokowiec/,P. Stokowiec,Piotr Stokowiec,1972-05-25,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
456991,/coach/456991/didier-santini/,D. Santini,Didier Santini,1968-09-07,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
457036,/coach/457036/marco-rossi/,M. Rossi,Marco Rossi,1964-09-09,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
457107,/coach/457107/jimmy-thelin/,J. Thelin,Jimmy Thelin,1978-03-14,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
457206,/coach/457206/alain-pochat/,A. Pochat,Alain Pochat,1967-08-01,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
457354,/coach/457354/tatsuma-yoshida/,T. Yoshida,Tatsuma Yoshida,1974-06-09,Japan,https://cdn.sportmonks.com/images/soccer/players/10/457354.png,https://cdn.sofifa.net/flags/jp.png
457649,/coach/457649/thomas-thomasberg/,T. Thomasberg,Thomas Thomasberg,1974-10-15,Denmark,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/dk.png
457779,/coach/457779/kent-nielsen/,K. Nielsen,Kent Nielsen,1961-12-28,Denmark,https://cdn.sportmonks.com/images/soccer/players/19/457779.png,https://cdn.sofifa.net/flags/dk.png
457906,/coach/457906/albert-cartier/,A. Cartier,Albert Cartier,1960-11-22,France,https://cdn.sportmonks.com/images/soccer/players/18/457906.png,https://cdn.sofifa.net/flags/fr.png
458500,/coach/458500/maurice-steijn/,M. Steijn,Maurice Steijn,1973-11-20,Netherlands,https://cdn.sportmonks.com/images/soccer/players/4/458500.png,https://cdn.sofifa.net/flags/nl.png
458506,/coach/458506/kasper-hjulmand/,K. Hjulmand,Kasper Hjulmand,1972-04-09,Denmark,https://cdn.sportmonks.com/images/soccer/players/10/458506.png,https://cdn.sofifa.net/flags/dk.png
458512,/coach/458512/jose-manuel-martins-teixeira-gomes/,J. Martins Teixeira Gomes,José Manuel Martins Teixeira Gomes,1970-08-28,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
458533,/coach/458533/arne-sandsto/,A. Sandstø,Arne Sandstø,1966-10-21,Norway,https://cdn.sportmonks.com/images/soccer/players/5/458533.png,https://cdn.sofifa.net/flags/no.png
458536,/coach/458536/lars-arne-nilsen/,L. Nilsen,Lars Arne Nilsen,1964-04-06,Norway,https://cdn.sportmonks.com/images/soccer/players/8/458536.png,https://cdn.sofifa.net/flags/no.png
458537,/coach/458537/dick-lukkien/,D. Lukkien,Dick Lukkien,1972-03-28,Netherlands,https://cdn.sportmonks.com/images/soccer/players/9/458537.png,https://cdn.sofifa.net/flags/nl.png
458543,/coach/458543/miroslav-koubek/,M. Koubek,Miroslav Koubek,1951-09-01,Czech Republic,https://cdn.sportmonks.com/images/soccer/players/15/458543.png,https://cdn.sofifa.net/flags/cz.png
458545,/coach/458545/razvan-lucescu/,R. Lucescu,Răzvan Lucescu,1969-02-17,Romania,https://cdn.sportmonks.com/images/soccer/players/17/458545.png,https://cdn.sofifa.net/flags/ro.png
458563,/coach/458563/czeslaw-michniewicz/,C. Michniewicz,Czesław Michniewicz,1970-02-12,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
458577,/coach/458577/juan-jose-ribera/,J. Ribera,Juan José Ribera,1980-10-11,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
458610,/coach/458610/sandro-schwarz/,S. Schwarz,Sandro Schwarz,1978-10-17,Germany,https://cdn.sportmonks.com/images//soccer/coaches/18/458610.png,https://cdn.sofifa.net/flags/de.png
458614,/coach/458614/andre-breitenreiter/,A. Breitenreiter,André Breitenreiter,1973-10-02,Germany,https://cdn.sportmonks.com/images/soccer/players/22/458614.png,https://cdn.sofifa.net/flags/de.png
458625,/coach/458625/steve-komphela/,S. Komphela,Steve Komphela,1967-03-24,South Africa,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/za.png
458681,/coach/458681/geir-bakke/,G. Bakke,Geir Bakke,1969-10-23,Norway,https://cdn.sportmonks.com/images/soccer/players/25/458681.png,https://cdn.sofifa.net/flags/no.png
458688,/coach/458688/ian-burchnall/,I. Burchnall,Ian Burchnall,1983-02-11,England,https://cdn.sportmonks.com/images/soccer/players/0/458688.png,https://cdn.sofifa.net/flags/gb-eng.png
458689,/coach/458689/marco-schallibaum/,M. Schallibaum,Marco Schallibaum,1962-06-04,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
458706,/coach/458706/maurizio-jacobacci/,M. Jacobacci,Maurizio Jacobacci,1963-01-11,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
458730,/coach/458730/kim-bergstrand/,K. Bergstrand,Kim Bergstrand,1968-04-18,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
458754,/coach/458754/antonio-carlos-zago/,A. Zago,Antônio Carlos Zago,1969-05-18,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
458783,/coach/458783/eusebio-di-francesco/,E. Di Francesco,Eusebio Di Francesco,1969-09-08,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
458791,/coach/458791/mario-alfredo-salas-saieg/,M. Salas Saieg,Mario Alfredo Salas Saieg,1967-10-11,Chile,https://cdn.sportmonks.com/images/soccer/players/7/458791.png,https://cdn.sofifa.net/flags/cl.png
458813,/coach/458813/julian-nagelsmann/,J. Nagelsmann,Julian Nagelsmann,1987-07-23,Germany,https://cdn.sportmonks.com/images//soccer/coaches/29/458813.png,https://cdn.sofifa.net/flags/de.png
458889,/coach/458889/jerzy-brzeczek/,J. Brzęczek,Jerzy Brzęczek,1971-03-18,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
458978,/coach/458978/frank-schmidt/,F. Schmidt,Frank Schmidt,1974-01-03,Germany,https://cdn.sportmonks.com/images/soccer/players/2/458978.png,https://cdn.sofifa.net/flags/de.png
458991,/coach/458991/jair-zaksauskas-ribeiro-ventura/,J. Ribeiro Ventura,Jair Zaksauskas Ribeiro Ventura,1979-03-19,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
459045,/coach/459045/glen-riddersholm/,G. Riddersholm,Glen Riddersholm,1972-04-26,Denmark,https://cdn.sportmonks.com/images/soccer/players/5/459045.png,https://cdn.sofifa.net/flags/dk.png
459054,/coach/459054/antoine-kombouare/,A. Kombouare,Antoine Kombouare,1963-11-16,France,https://cdn.sportmonks.com/images/soccer/players/14/459054.png,https://cdn.sofifa.net/flags/fr.png
459075,/coach/459075/jeff-saibene/,J. Saibene,Jeff Saibene,1968-09-13,Luxembourg,https://cdn.sportmonks.com/images/soccer/players/3/459075.png,https://cdn.sofifa.net/flags/lu.png
459100,/coach/459100/stefano-pioli/,S. Pioli,Stefano Pioli,1965-10-20,Italy,https://cdn.sportmonks.com/images/soccer/players/28/459100.png,https://cdn.sofifa.net/flags/it.png
